Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate
Allegheny,7/28/20,203,172,7652,1218452,16.7,14.1,628
Allegheny,7/29/20,241,175.9,7893,1218452,19.8,14.4,647.8
Allegheny,7/30/20,181,170.6,8074,1218452,14.9,14,662.6
Allegheny,7/31/20,143,171.3,8217,1218452,11.7,14.1,674.4
Allegheny,8/1/20,53,166.3,8270,1218452,4.3,13.6,678.7
Allegheny,8/2/20,79,157.3,8349,1218452,6.5,12.9,685.2
Allegheny,8/3/20,94,142,8443,1218452,7.7,11.7,692.9
Allegheny,8/4/20,112,129,8555,1218452,9.2,10.6,702.1
Allegheny,8/5/20,116,111.1,8671,1218452,9.5,9.1,711.6
Allegheny,8/6/20,88,97.9,8759,1218452,7.2,8,718.9
Allegheny,8/7/20,88,90,8847,1218452,7.2,7.4,726.1
Allegheny,8/8/20,61,91.1,8908,1218452,5,7.5,731.1
Allegheny,8/9/20,84,91.9,8992,1218452,6.9,7.5,738
Allegheny,8/10/20,50,85.6,9042,1218452,4.1,7,742.1
Allegheny,8/11/20,94,83,9136,1218452,7.7,6.8,749.8
Allegheny,8/12/20,104,81.3,9240,1218452,8.5,6.7,758.3
Allegheny,8/13/20,63,77.7,9303,1218452,5.2,6.4,763.5
Allegheny,8/14/20,76,76,9379,1218452,6.2,6.2,769.7
Allegheny,8/15/20,74,77.9,9453,1218452,6.1,6.4,775.8
Allegheny,8/16/20,66,75.3,9519,1218452,5.4,6.2,781.2
Allegheny,8/17/20,55,76,9574,1218452,4.5,6.2,785.8
Allegheny,8/18/20,34,67.4,9608,1218452,2.8,5.5,788.5
Allegheny,8/19/20,92,65.7,9700,1218452,7.6,5.4,796.1
Allegheny,8/20/20,51,64,9751,1218452,4.2,5.3,800.3
Allegheny,8/21/20,76,64,9827,1218452,6.2,5.3,806.5
Allegheny,8/22/20,70,63.4,9897,1218452,5.7,5.2,812.3
Allegheny,8/23/20,46,60.6,9943,1218452,3.8,5,816
Allegheny,8/24/20,52,60.1,9995,1218452,4.3,4.9,820.3
Allegheny,8/25/20,35,60.3,10030,1218452,2.9,4.9,823.2
Allegheny,8/26/20,35,52.1,10065,1218452,2.9,4.3,826
Allegheny,8/27/20,70,54.9,10135,1218452,5.7,4.5,831.8
Allegheny,8/28/20,68,53.7,10203,1218452,5.6,4.4,837.4
Allegheny,8/29/20,63,52.7,10266,1218452,5.2,4.3,842.5
Allegheny,8/30/20,81,57.7,10347,1218452,6.6,4.7,849.2
Allegheny,8/31/20,24,53.7,10371,1218452,2,4.4,851.2
Allegheny,9/1/20,77,59.7,10448,1218452,6.3,4.9,857.5
Allegheny,9/2/20,93,68,10541,1218452,7.6,5.6,865.1
Allegheny,9/3/20,73,68.4,10614,1218452,6,5.6,871.1
Allegheny,9/4/20,64,67.9,10678,1218452,5.3,5.6,876.4
Allegheny,9/5/20,66,68.3,10744,1218452,5.4,5.6,881.8
Allegheny,9/6/20,58,65,10802,1218452,4.8,5.3,886.5
Allegheny,9/7/20,50,68.7,10852,1218452,4.1,5.6,890.6
Allegheny,9/8/20,37,63,10889,1218452,3,5.2,893.7
Allegheny,9/9/20,52,57.1,10941,1218452,4.3,4.7,897.9
Allegheny,9/10/20,72,57,11013,1218452,5.9,4.7,903.9
Allegheny,9/11/20,56,55.9,11069,1218452,4.6,4.6,908.4
Allegheny,9/12/20,73,56.9,11142,1218452,6,4.7,914.4
Allegheny,9/13/20,82,60.3,11224,1218452,6.7,4.9,921.2
Allegheny,9/14/20,56,61.1,11280,1218452,4.6,5,925.8
Allegheny,9/15/20,118,72.7,11398,1218452,9.7,6,935.4
Allegheny,9/16/20,86,77.6,11484,1218452,7.1,6.4,942.5
Allegheny,9/17/20,103,82,11587,1218452,8.5,6.7,951
Allegheny,9/18/20,64,83.1,11651,1218452,5.3,6.8,956.2
Allegheny,9/19/20,55,80.6,11706,1218452,4.5,6.6,960.7
Allegheny,9/20/20,70,78.9,11776,1218452,5.7,6.5,966.5
Allegheny,9/21/20,43,77,11819,1218452,3.5,6.3,970
Allegheny,9/22/20,51,67.4,11870,1218452,4.2,5.5,974.2
Allegheny,9/23/20,57,63.3,11927,1218452,4.7,5.2,978.9
Allegheny,9/24/20,60,57.1,11987,1218452,4.9,4.7,983.8
Allegheny,9/25/20,49,55,12036,1218452,4,4.5,987.8
Allegheny,9/26/20,57,55.3,12093,1218452,4.7,4.5,992.5
Allegheny,9/27/20,67,54.9,12160,1218452,5.5,4.5,998
Allegheny,9/28/20,59,57.1,12219,1218452,4.8,4.7,1002.8
Allegheny,9/29/20,109,65.4,12328,1218452,8.9,5.4,1011.8
Allegheny,9/30/20,102,71.9,12430,1218452,8.4,5.9,1020.1
Allegheny,10/1/20,100,77.6,12530,1218452,8.2,6.4,1028.4
Allegheny,10/2/20,49,77.6,12579,1218452,4,6.4,1032.4
Allegheny,10/3/20,93,82.7,12672,1218452,7.6,6.8,1040
Allegheny,10/4/20,69,83,12741,1218452,5.7,6.8,1045.7
Allegheny,10/5/20,68,84.3,12809,1218452,5.6,6.9,1051.3
Allegheny,10/6/20,85,80.9,12894,1218452,7,6.6,1058.2
Allegheny,10/7/20,75,77,12969,1218452,6.2,6.3,1064.4
Allegheny,10/8/20,108,78.1,13077,1218452,8.9,6.4,1073.2
Allegheny,10/9/20,61,79.9,13138,1218452,5,6.6,1078.3
Allegheny,10/10/20,63,75.6,13201,1218452,5.2,6.2,1083.4
Allegheny,10/11/20,82,77.4,13283,1218452,6.7,6.4,1090.2
Allegheny,10/12/20,42,73.7,13325,1218452,3.4,6,1093.6
Allegheny,10/13/20,122,79,13447,1218452,10,6.5,1103.6
Allegheny,10/14/20,114,84.6,13561,1218452,9.4,6.9,1113
Allegheny,10/15/20,145,89.9,13706,1218452,11.9,7.4,1124.9
Allegheny,10/16/20,74,91.7,13780,1218452,6.1,7.5,1130.9
Allegheny,10/17/20,73,93.1,13853,1218452,6,7.6,1136.9
Allegheny,10/18/20,47,88.1,13900,1218452,3.9,7.2,1140.8
Allegheny,10/19/20,152,103.9,14052,1218452,12.5,8.5,1153.3
Allegheny,10/20/20,192,113.9,14244,1218452,15.8,9.3,1169
Allegheny,10/21/20,183,123.7,14427,1218452,15,10.2,1184
Allegheny,10/22/20,195,130.9,14622,1218452,16,10.7,1200
Allegheny,10/23/20,97,134.1,14719,1218452,8,11,1208
Allegheny,10/24/20,74,134.3,14793,1218452,6.1,11,1214.1
Allegheny,10/25/20,87,140,14880,1218452,7.1,11.5,1221.2
Allegheny,10/26/20,95,131.9,14975,1218452,7.8,10.8,1229
Allegheny,10/27/20,190,131.6,15165,1218452,15.6,10.8,1244.6
Allegheny,10/28/20,135,124.7,15300,1218452,11.1,10.2,1255.7
Allegheny,10/29/20,159,119.6,15459,1218452,13,9.8,1268.7
Allegheny,10/30/20,99,119.9,15558,1218452,8.1,9.8,1276.9
Allegheny,10/31/20,87,121.7,15645,1218452,7.1,10,1284
Allegheny,11/1/20,88,121.9,15733,1218452,7.2,10,1291.2
Allegheny,11/2/20,102,122.9,15835,1218452,8.4,10.1,1299.6
Allegheny,11/3/20,207,125.3,16042,1218452,17,10.3,1316.6
Allegheny,11/4/20,170,130.3,16212,1218452,14,10.7,1330.5
Allegheny,11/5/20,189,134.6,16401,1218452,15.5,11,1346.1
Allegheny,11/6/20,244,155.3,16645,1218452,20,12.7,1366.1
Allegheny,11/7/20,164,166.3,16809,1218452,13.5,13.6,1379.5
Allegheny,11/8/20,238,187.7,17047,1218452,19.5,15.4,1399.1
Allegheny,11/9/20,406,231.1,17453,1218452,33.3,19,1432.4
Allegheny,11/10/20,675,298,18128,1218452,55.4,24.5,1487.8
Allegheny,11/11/20,382,328.3,18510,1218452,31.4,26.9,1519.1
Allegheny,11/12/20,386,356.4,18896,1218452,31.7,29.3,1550.8
Allegheny,11/13/20,369,374.3,19265,1218452,30.3,30.7,1581.1
Allegheny,11/14/20,454,415.7,19719,1218452,37.3,34.1,1618.4
Allegheny,11/15/20,376,435.4,20095,1218452,30.9,35.7,1649.2
Allegheny,11/16/20,374,430.9,20469,1218452,30.7,35.4,1679.9
Allegheny,11/17/20,586,418.1,21055,1218452,48.1,34.3,1728
Allegheny,11/18/20,608,450.4,21663,1218452,49.9,37,1777.9
Allegheny,11/19/20,554,474.4,22217,1218452,45.5,38.9,1823.4
Allegheny,11/20/20,563,502.1,22780,1218452,46.2,41.2,1869.6
Allegheny,11/21/20,614,525,23394,1218452,50.4,43.1,1920
Allegheny,11/22/20,330,518.4,23724,1218452,27.1,42.5,1947.1
Allegheny,11/23/20,586,548.7,24310,1218452,48.1,45,1995.2
Allegheny,11/24/20,598,550.4,24908,1218452,49.1,45.2,2044.2
Allegheny,11/25/20,885,590,25793,1218452,72.6,48.4,2116.9
Allegheny,11/26/20,748,617.7,26541,1218452,61.4,50.7,2178.3
Allegheny,11/27/20,758,645.6,27299,1218452,62.2,53,2240.5
Allegheny,11/28/20,569,639.1,27868,1218452,46.7,52.5,2287.2
Allegheny,11/29/20,536,668.6,28404,1218452,44,54.9,2331.2
Armstrong,3/1/20,0,,0,65263,0,,0
Armstrong,3/2/20,0,,0,65263,0,,0
Armstrong,3/3/20,0,,0,65263,0,,0
Armstrong,3/4/20,0,,0,65263,0,,0
Armstrong,3/5/20,0,,0,65263,0,,0
Armstrong,3/6/20,0,,0,65263,0,,0
Armstrong,3/7/20,0,,0,65263,0,,0
Armstrong,3/8/20,0,0,0,65263,0,0,0
Armstrong,3/9/20,0,0,0,65263,0,0,0
Armstrong,3/10/20,0,0,0,65263,0,0,0
Armstrong,3/11/20,0,0,0,65263,0,0,0
Armstrong,3/12/20,0,0,0,65263,0,0,0
Armstrong,3/13/20,0,0,0,65263,0,0,0
Armstrong,3/14/20,0,0,0,65263,0,0,0
Armstrong,3/15/20,0,0,0,65263,0,0,0
Armstrong,3/16/20,0,0,0,65263,0,0,0
Armstrong,3/17/20,0,0,0,65263,0,0,0
Armstrong,3/18/20,0,0,0,65263,0,0,0
Armstrong,3/19/20,0,0,0,65263,0,0,0
Armstrong,3/20/20,0,0,0,65263,0,0,0
Armstrong,3/21/20,0,0,0,65263,0,0,0
Armstrong,3/22/20,0,0,0,65263,0,0,0
Armstrong,3/23/20,0,0,0,65263,0,0,0
Armstrong,3/24/20,0,0,0,65263,0,0,0
Armstrong,3/25/20,1,0.1,1,65263,1.5,0.2,1.5
Armstrong,3/26/20,0,0.1,1,65263,0,0.2,1.5
Armstrong,3/27/20,1,0.3,2,65263,1.5,0.4,3.1
Armstrong,3/28/20,1,0.4,3,65263,1.5,0.7,4.6
Armstrong,3/29/20,0,0.4,3,65263,0,0.7,4.6
Armstrong,3/30/20,2,0.7,5,65263,3.1,1.1,7.7
Armstrong,3/31/20,0,0.7,5,65263,0,1.1,7.7
Armstrong,4/1/20,2,0.9,7,65263,3.1,1.3,10.7
Armstrong,4/2/20,5,1.6,12,65263,7.7,2.4,18.4
Armstrong,4/3/20,1,1.6,13,65263,1.5,2.4,19.9
Armstrong,4/4/20,0,1.4,13,65263,0,2.2,19.9
Armstrong,4/5/20,1,1.6,14,65263,1.5,2.4,21.5
Armstrong,4/6/20,4,1.9,18,65263,6.1,2.8,27.6
Armstrong,4/7/20,3,2.3,21,65263,4.6,3.5,32.2
Armstrong,4/8/20,1,2.1,22,65263,1.5,3.3,33.7
Armstrong,4/9/20,2,1.7,24,65263,3.1,2.6,36.8
Armstrong,4/10/20,4,2.1,28,65263,6.1,3.3,42.9
Armstrong,4/11/20,0,2.1,28,65263,0,3.3,42.9
Armstrong,4/12/20,1,2.1,29,65263,1.5,3.3,44.4
Armstrong,4/13/20,0,1.6,29,65263,0,2.4,44.4
Armstrong,4/14/20,1,1.3,30,65263,1.5,2,46
Armstrong,4/15/20,3,1.6,33,65263,4.6,2.4,50.6
Armstrong,4/16/20,0,1.3,33,65263,0,2,50.6
Armstrong,4/17/20,3,1.1,36,65263,4.6,1.8,55.2
Armstrong,4/18/20,2,1.4,38,65263,3.1,2.2,58.2
Armstrong,4/19/20,0,1.3,38,65263,0,2,58.2
Armstrong,4/20/20,0,1.3,38,65263,0,2,58.2
Armstrong,4/21/20,1,1.3,39,65263,1.5,2,59.8
Armstrong,4/22/20,4,1.4,43,65263,6.1,2.2,65.9
Armstrong,4/23/20,0,1.4,43,65263,0,2.2,65.9
Armstrong,4/24/20,3,1.4,46,65263,4.6,2.2,70.5
Armstrong,4/25/20,0,1.1,46,65263,0,1.8,70.5
Armstrong,4/26/20,1,1.3,47,65263,1.5,2,72
Armstrong,4/27/20,3,1.7,50,65263,4.6,2.6,76.6
Armstrong,4/28/20,0,1.6,50,65263,0,2.4,76.6
Armstrong,4/29/20,1,1.1,51,65263,1.5,1.8,78.1
Armstrong,4/30/20,1,1.3,52,65263,1.5,2,79.7
Armstrong,5/1/20,0,0.9,52,65263,0,1.3,79.7
Armstrong,5/2/20,0,0.9,52,65263,0,1.3,79.7
Armstrong,5/3/20,0,0.7,52,65263,0,1.1,79.7
Armstrong,5/4/20,1,0.4,53,65263,1.5,0.7,81.2
Armstrong,5/5/20,2,0.7,55,65263,3.1,1.1,84.3
Armstrong,5/6/20,0,0.6,55,65263,0,0.9,84.3
Armstrong,5/7/20,0,0.4,55,65263,0,0.7,84.3
Armstrong,5/8/20,0,0.4,55,65263,0,0.7,84.3
Armstrong,5/9/20,0,0.4,55,65263,0,0.7,84.3
Armstrong,5/10/20,0,0.4,55,65263,0,0.7,84.3
Armstrong,5/11/20,0,0.3,55,65263,0,0.4,84.3
Armstrong,5/12/20,1,0.1,56,65263,1.5,0.2,85.8
Armstrong,5/13/20,0,0.1,56,65263,0,0.2,85.8
Armstrong,5/14/20,1,0.3,57,65263,1.5,0.4,87.3
Armstrong,5/15/20,1,0.4,58,65263,1.5,0.7,88.9
Armstrong,5/16/20,0,0.4,58,65263,0,0.7,88.9
Armstrong,5/17/20,0,0.4,58,65263,0,0.7,88.9
Armstrong,5/18/20,0,0.4,58,65263,0,0.7,88.9
Armstrong,5/19/20,1,0.4,59,65263,1.5,0.7,90.4
Armstrong,5/20/20,0,0.4,59,65263,0,0.7,90.4
Armstrong,5/21/20,0,0.3,59,65263,0,0.4,90.4
Armstrong,5/22/20,0,0.1,59,65263,0,0.2,90.4
Armstrong,5/23/20,0,0.1,59,65263,0,0.2,90.4
Armstrong,5/24/20,0,0.1,59,65263,0,0.2,90.4
Armstrong,5/25/20,1,0.3,60,65263,1.5,0.4,91.9
Armstrong,5/26/20,2,0.4,62,65263,3.1,0.7,95
Armstrong,5/27/20,0,0.4,62,65263,0,0.7,95
Armstrong,5/28/20,0,0.4,62,65263,0,0.7,95
Armstrong,5/29/20,0,0.4,62,65263,0,0.7,95
Armstrong,5/30/20,0,0.4,62,65263,0,0.7,95
Armstrong,5/31/20,0,0.4,62,65263,0,0.7,95
Armstrong,6/1/20,0,0.3,62,65263,0,0.4,95
Armstrong,6/2/20,2,0.3,64,65263,3.1,0.4,98.1
Armstrong,6/3/20,0,0.3,64,65263,0,0.4,98.1
Armstrong,6/4/20,0,0.3,64,65263,0,0.4,98.1
Armstrong,6/5/20,1,0.4,65,65263,1.5,0.7,99.6
Armstrong,6/6/20,0,0.4,65,65263,0,0.7,99.6
Armstrong,6/7/20,0,0.4,65,65263,0,0.7,99.6
Armstrong,6/8/20,0,0.4,65,65263,0,0.7,99.6
Armstrong,6/9/20,0,0.1,65,65263,0,0.2,99.6
Armstrong,6/10/20,0,0.1,65,65263,0,0.2,99.6
Armstrong,6/11/20,2,0.4,67,65263,3.1,0.7,102.7
Armstrong,6/12/20,0,0.3,67,65263,0,0.4,102.7
Armstrong,6/13/20,0,0.3,67,65263,0,0.4,102.7
Armstrong,6/14/20,0,0.3,67,65263,0,0.4,102.7
Armstrong,6/15/20,1,0.4,68,65263,1.5,0.7,104.2
Armstrong,6/16/20,0,0.4,68,65263,0,0.7,104.2
Armstrong,6/17/20,0,0.4,68,65263,0,0.7,104.2
Armstrong,6/18/20,1,0.3,69,65263,1.5,0.4,105.7
Armstrong,6/19/20,0,0.3,69,65263,0,0.4,105.7
Armstrong,6/20/20,0,0.3,69,65263,0,0.4,105.7
Armstrong,6/21/20,0,0.3,69,65263,0,0.4,105.7
Armstrong,6/22/20,1,0.3,70,65263,1.5,0.4,107.3
Armstrong,6/23/20,0,0.3,70,65263,0,0.4,107.3
Armstrong,6/24/20,0,0.3,70,65263,0,0.4,107.3
Armstrong,6/25/20,2,0.4,72,65263,3.1,0.7,110.3
Armstrong,6/26/20,1,0.6,73,65263,1.5,0.9,111.9
Armstrong,6/27/20,0,0.6,73,65263,0,0.9,111.9
Armstrong,6/28/20,0,0.6,73,65263,0,0.9,111.9
Armstrong,6/29/20,1,0.6,74,65263,1.5,0.9,113.4
Armstrong,6/30/20,2,0.9,76,65263,3.1,1.3,116.5
Armstrong,7/1/20,0,0.9,76,65263,0,1.3,116.5
Armstrong,7/2/20,1,0.7,77,65263,1.5,1.1,118
Armstrong,7/3/20,0,0.6,77,65263,0,0.9,118
Armstrong,7/4/20,1,0.7,78,65263,1.5,1.1,119.5
Armstrong,7/5/20,0,0.7,78,65263,0,1.1,119.5
Armstrong,7/6/20,1,0.7,79,65263,1.5,1.1,121
Armstrong,7/7/20,0,0.4,79,65263,0,0.7,121
Armstrong,7/8/20,1,0.6,80,65263,1.5,0.9,122.6
Armstrong,7/9/20,2,0.7,82,65263,3.1,1.1,125.6
Armstrong,7/10/20,1,0.9,83,65263,1.5,1.3,127.2
Armstrong,7/11/20,1,0.9,84,65263,1.5,1.3,128.7
Armstrong,7/12/20,2,1.1,86,65263,3.1,1.8,131.8
Armstrong,7/13/20,3,1.4,89,65263,4.6,2.2,136.4
Armstrong,7/14/20,3,1.9,92,65263,4.6,2.8,141
Armstrong,7/15/20,5,2.4,97,65263,7.7,3.7,148.6
Armstrong,7/16/20,0,2.1,97,65263,0,3.3,148.6
Armstrong,7/17/20,0,2,97,65263,0,3.1,148.6
Armstrong,7/18/20,0,1.9,97,65263,0,2.8,148.6
Armstrong,7/19/20,16,3.9,113,65263,24.5,5.9,173.1
Armstrong,7/20/20,9,4.7,122,65263,13.8,7.2,186.9
Armstrong,7/21/20,7,5.3,129,65263,10.7,8.1,197.7
Armstrong,7/22/20,5,5.3,134,65263,7.7,8.1,205.3
Armstrong,7/23/20,4,5.9,138,65263,6.1,9,211.5
Armstrong,7/24/20,4,6.4,142,65263,6.1,9.9,217.6
Armstrong,7/25/20,18,9,160,65263,27.6,13.8,245.2
Armstrong,7/26/20,2,7,162,65263,3.1,10.7,248.2
Armstrong,7/27/20,5,6.4,167,65263,7.7,9.9,255.9
Armstrong,7/28/20,3,5.9,170,65263,4.6,9,260.5
Armstrong,7/29/20,4,5.7,174,65263,6.1,8.8,266.6
Armstrong,7/30/20,4,5.7,178,65263,6.1,8.8,272.7
Armstrong,7/31/20,4,5.7,182,65263,6.1,8.8,278.9
Armstrong,8/1/20,5,3.9,187,65263,7.7,5.9,286.5
Armstrong,8/2/20,0,3.6,187,65263,0,5.5,286.5
Armstrong,8/3/20,2,3.1,189,65263,3.1,4.8,289.6
Armstrong,8/4/20,7,3.7,196,65263,10.7,5.7,300.3
Armstrong,8/5/20,4,3.7,200,65263,6.1,5.7,306.5
Armstrong,8/6/20,4,3.7,204,65263,6.1,5.7,312.6
Armstrong,8/7/20,3,3.6,207,65263,4.6,5.5,317.2
Armstrong,8/8/20,5,3.6,212,65263,7.7,5.5,324.8
Armstrong,8/9/20,1,3.7,213,65263,1.5,5.7,326.4
Armstrong,8/10/20,1,3.6,214,65263,1.5,5.5,327.9
Armstrong,8/11/20,8,3.7,222,65263,12.3,5.7,340.2
Armstrong,8/12/20,5,3.9,227,65263,7.7,5.9,347.8
Armstrong,8/13/20,3,3.7,230,65263,4.6,5.7,352.4
Armstrong,8/14/20,4,3.9,234,65263,6.1,5.9,358.5
Armstrong,8/15/20,8,4.3,242,65263,12.3,6.6,370.8
Armstrong,8/16/20,2,4.4,244,65263,3.1,6.8,373.9
Armstrong,8/17/20,1,4.4,245,65263,1.5,6.8,375.4
Armstrong,8/18/20,4,3.9,249,65263,6.1,5.9,381.5
Armstrong,8/19/20,16,5.4,265,65263,24.5,8.3,406
Armstrong,8/20/20,4,5.6,269,65263,6.1,8.5,412.2
Armstrong,8/21/20,2,5.3,271,65263,3.1,8.1,415.2
Armstrong,8/22/20,7,5.1,278,65263,10.7,7.9,426
Armstrong,8/23/20,7,5.9,285,65263,10.7,9,436.7
Armstrong,8/24/20,4,6.3,289,65263,6.1,9.6,442.8
Armstrong,8/25/20,8,6.9,297,65263,12.3,10.5,455.1
Armstrong,8/26/20,3,5,300,65263,4.6,7.7,459.7
Armstrong,8/27/20,8,5.6,308,65263,12.3,8.5,471.9
Armstrong,8/28/20,6,6.1,314,65263,9.2,9.4,481.1
Armstrong,8/29/20,0,5.1,314,65263,0,7.9,481.1
Armstrong,8/30/20,1,4.3,315,65263,1.5,6.6,482.7
Armstrong,8/31/20,5,4.4,320,65263,7.7,6.8,490.3
Armstrong,9/1/20,5,4,325,65263,7.7,6.1,498
Armstrong,9/2/20,4,4.1,329,65263,6.1,6.3,504.1
Armstrong,9/3/20,13,4.9,342,65263,19.9,7.4,524
Armstrong,9/4/20,5,4.7,347,65263,7.7,7.2,531.7
Armstrong,9/5/20,2,5,349,65263,3.1,7.7,534.8
Armstrong,9/6/20,2,5.1,351,65263,3.1,7.9,537.8
Armstrong,9/7/20,1,4.6,352,65263,1.5,7,539.4
Armstrong,9/8/20,15,6,367,65263,23,9.2,562.3
Armstrong,9/9/20,4,6,371,65263,6.1,9.2,568.5
Armstrong,9/10/20,4,4.7,375,65263,6.1,7.2,574.6
Armstrong,9/11/20,6,4.9,381,65263,9.2,7.4,583.8
Armstrong,9/12/20,0,4.6,381,65263,0,7,583.8
Armstrong,9/13/20,4,4.9,385,65263,6.1,7.4,589.9
Armstrong,9/14/20,1,4.9,386,65263,1.5,7.4,591.5
Armstrong,9/15/20,7,3.7,393,65263,10.7,5.7,602.2
Armstrong,9/16/20,8,4.3,401,65263,12.3,6.6,614.4
Armstrong,9/17/20,0,3.7,401,65263,0,5.7,614.4
Armstrong,9/18/20,8,4,409,65263,12.3,6.1,626.7
Armstrong,9/19/20,3,4.4,412,65263,4.6,6.8,631.3
Armstrong,9/20/20,4,4.4,416,65263,6.1,6.8,637.4
Armstrong,9/21/20,4,4.9,420,65263,6.1,7.4,643.5
Armstrong,9/22/20,5,4.6,425,65263,7.7,7,651.2
Armstrong,9/23/20,2,3.7,427,65263,3.1,5.7,654.3
Armstrong,9/24/20,1,3.9,428,65263,1.5,5.9,655.8
Armstrong,9/25/20,6,3.6,434,65263,9.2,5.5,665
Armstrong,9/26/20,4,3.7,438,65263,6.1,5.7,671.1
Armstrong,9/27/20,4,3.7,442,65263,6.1,5.7,677.3
Armstrong,9/28/20,4,3.7,446,65263,6.1,5.7,683.4
Armstrong,9/29/20,9,4.3,455,65263,13.8,6.6,697.2
Armstrong,9/30/20,2,4.3,457,65263,3.1,6.6,700.2
Armstrong,10/1/20,1,4.3,458,65263,1.5,6.6,701.8
Armstrong,10/2/20,5,4.1,463,65263,7.7,6.3,709.4
Armstrong,10/3/20,4,4.1,467,65263,6.1,6.3,715.6
Armstrong,10/4/20,7,4.6,474,65263,10.7,7,726.3
Armstrong,10/5/20,2,4.3,476,65263,3.1,6.6,729.4
Armstrong,10/6/20,0,3,476,65263,0,4.6,729.4
Armstrong,10/7/20,6,3.6,482,65263,9.2,5.5,738.6
Armstrong,10/8/20,2,3.7,484,65263,3.1,5.7,741.6
Armstrong,10/9/20,6,3.9,490,65263,9.2,5.9,750.8
Armstrong,10/10/20,14,5.3,504,65263,21.5,8.1,772.3
Armstrong,10/11/20,6,5.1,510,65263,9.2,7.9,781.5
Armstrong,10/12/20,8,6,518,65263,12.3,9.2,793.7
Armstrong,10/13/20,5,6.7,523,65263,7.7,10.3,801.4
Armstrong,10/14/20,7,6.9,530,65263,10.7,10.5,812.1
Armstrong,10/15/20,10,8,540,65263,15.3,12.3,827.4
Armstrong,10/16/20,2,7.4,542,65263,3.1,11.4,830.5
Armstrong,10/17/20,13,7.3,555,65263,19.9,11.2,850.4
Armstrong,10/18/20,2,6.7,557,65263,3.1,10.3,853.5
Armstrong,10/19/20,16,7.9,573,65263,24.5,12,878
Armstrong,10/20/20,21,10.1,594,65263,32.2,15.5,910.2
Armstrong,10/21/20,13,11,607,65263,19.9,16.9,930.1
Armstrong,10/22/20,16,11.9,623,65263,24.5,18.2,954.6
Armstrong,10/23/20,16,13.9,639,65263,24.5,21.2,979.1
Armstrong,10/24/20,10,13.4,649,65263,15.3,20.6,994.4
Armstrong,10/25/20,10,14.6,659,65263,15.3,22.3,1009.8
Armstrong,10/26/20,13,14.1,672,65263,19.9,21.7,1029.7
Armstrong,10/27/20,4,11.7,676,65263,6.1,17.9,1035.8
Armstrong,10/28/20,14,11.9,690,65263,21.5,18.2,1057.3
Armstrong,10/29/20,9,10.9,699,65263,13.8,16.6,1071.1
Armstrong,10/30/20,20,11.4,719,65263,30.6,17.5,1101.7
Armstrong,10/31/20,22,13.1,741,65263,33.7,20.1,1135.4
Armstrong,11/1/20,15,13.9,756,65263,23,21.2,1158.4
Armstrong,11/2/20,15,14.1,771,65263,23,21.7,1181.4
Armstrong,11/3/20,12,15.3,783,65263,18.4,23.4,1199.8
Armstrong,11/4/20,8,14.4,791,65263,12.3,22.1,1212
Armstrong,11/5/20,7,14.1,798,65263,10.7,21.7,1222.7
Armstrong,11/6/20,27,15.1,825,65263,41.4,23.2,1264.1
Armstrong,11/7/20,16,14.3,841,65263,24.5,21.9,1288.6
Armstrong,11/8/20,15,14.3,856,65263,23,21.9,1311.6
Armstrong,11/9/20,40,17.9,896,65263,61.3,27.4,1372.9
Armstrong,11/10/20,38,21.6,934,65263,58.2,33.1,1431.1
Armstrong,11/11/20,48,27.3,982,65263,73.5,41.8,1504.7
Armstrong,11/12/20,39,31.9,1021,65263,59.8,48.8,1564.4
Armstrong,11/13/20,29,32.1,1050,65263,44.4,49.3,1608.9
Armstrong,11/14/20,48,36.7,1098,65263,73.5,56.3,1682.4
Armstrong,11/15/20,46,41.1,1144,65263,70.5,63,1752.9
Armstrong,11/16/20,36,40.6,1180,65263,55.2,62.2,1808.1
Armstrong,11/17/20,58,43.4,1238,65263,88.9,66.5,1896.9
Armstrong,11/18/20,61,45.3,1299,65263,93.5,69.4,1990.4
Armstrong,11/19/20,60,48.3,1359,65263,91.9,74,2082.3
Armstrong,11/20/20,55,52,1414,65263,84.3,79.7,2166.6
Armstrong,11/21/20,25,48.7,1439,65263,38.3,74.6,2204.9
Armstrong,11/22/20,14,44.1,1453,65263,21.5,67.6,2226.4
Armstrong,11/23/20,52,46.4,1505,65263,79.7,71.1,2306.1
Armstrong,11/24/20,62,47,1567,65263,95,72,2401.1
Armstrong,11/25/20,86,50.6,1653,65263,131.8,77.5,2532.8
Armstrong,11/26/20,41,47.9,1694,65263,62.8,73.3,2595.7
Armstrong,11/27/20,61,48.7,1755,65263,93.5,74.6,2689.1
Armstrong,11/28/20,24,48.6,1779,65263,36.8,74.4,2725.9
Armstrong,11/29/20,21,49.6,1800,65263,32.2,76,2758.1
Beaver,3/1/20,0,,0,164742,0,,0
Beaver,3/2/20,0,,0,164742,0,,0
Beaver,3/3/20,0,,0,164742,0,,0
Beaver,3/4/20,0,,0,164742,0,,0
Beaver,3/5/20,0,,0,164742,0,,0
Beaver,3/6/20,0,,0,164742,0,,0
Beaver,3/7/20,0,,0,164742,0,,0
Beaver,3/8/20,0,0,0,164742,0,0,0
